영업상태코드,영업상태명,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명주소_검색용,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명
1,영업/정상,영업,23355079,121827,서울특별시 마포구 망원동 479-21번지 ,서울특별시 마포구 월드컵로29길 11 (망원동),서울 마포구 월드컵로29길,3964,명가낙지마당,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121896,서울특별시 마포구 서교동 247-202번지 1층일부 ,서울특별시 마포구 동교로19길 66 (서교동 1층일부),서울 마포구 동교로19길,3999,명가네가정식,I,2018.8.31 23:59,한식
1,영업/정상,영업,23349025,121868,서울특별시 마포구 연남동 487-398번지 ,서울특별시 마포구 월드컵북로8길 7 (연남동 1층),서울 마포구 월드컵북로8길,3986,명궁,I,2018.8.31 23:59,중국식
1,영업/정상,영업,,121807,서울특별시 마포구 노고산동 109-135번지 ,서울특별시 마포구 서강로16길 21 1층일부 (노고산동),서울 마포구 서강로16길,4109,명도찜닭,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 5-5번지 12층 ,서울특별시 마포구 매봉산로2길 23 (상암동 12층),서울 마포구 매봉산로2길,3927,명동곰국시&대감보쌈,I,2018.8.31 23:59,한식
1,영업/정상,영업,27027845,121805,서울특별시 마포구 공덕동 467,서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬프레지던트 지하2층 207호),서울 마포구 마포대로,4146,명동면옥,U,2019.11.2 0:03,한식
1,영업/정상,영업,23331180,121894,서울특별시 마포구 서교동 374-11번지 ,서울특별시 마포구 잔다리로 58 (서교동),서울 마포구 잔다리로,4033,명동왕돈까스,I,2018.8.31 23:59,경양식
1,영업/정상,영업,,121838,서울특별시 마포구 서교동 352-13번지 1층일부 ,서울특별시 마포구 동교로22길 1 1층일부 (서교동),서울 마포구 동교로22길,4031,명동왕돈까스,I,2018.8.31 23:59,분식
1,영업/정상,영업,,121819,서울특별시 마포구 동교동 204-22번지 1층(우측) ,서울특별시 마포구 동교로27길 21 1층 (동교동),서울 마포구 동교로27길,3993,명동왕돈까스 직영점,U,2019.11.14 2:40,분식
1,영업/정상,영업,27181393,121731,서울특별시 마포구 도화동 536-0번지 정우 지1-동 5호호,서울특별시 마포구 토정로37길 46 지1-동 5호호 (도화동정우),서울 마포구 토정로37길,4157,명동칼국수,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121805,서울특별시 마포구 공덕동 463 마포현대하이엘,서울특별시 마포구 마포대로 173 마포현대하이엘 113114115호 (공덕동),서울 마포구 마포대로,4130,명동칼국수,I,2020.12.8 23:05,분식
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1497번지 ,서울특별시 마포구 월드컵북로42다길 28 1층(좌측) (상암동),서울 마포구 월드컵북로42다길,3930,명동칼국수닭한마리,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1590 상암 IT Tower,서울특별시 마포구 월드컵북로 434 1층 118호 (상암동),서울 마포구 월드컵북로,3922,명동칼국수해물,U,2021.12.2 0:09,한식
1,영업/정상,영업,,121854,서울특별시 마포구 신수동 1-1번지 지하캠퍼스 B108호,서울특별시 마포구 백범로 35 지하1층 B108호 (신수동 지하캠퍼스),서울 마포구 백범로,4107,명랑분식,I,2018.8.31 23:59,분식
1,영업/정상,영업,,121904,서울특별시 마포구 상암동 1601 케이지아이티센터,서울특별시 마포구 월드컵북로 402 케이지아이티센터 1층 159호 (상암동),서울 마포구 월드컵북로,3925,명랑핫도그 상암점,I,2020.10.30 23:04,기타
1,영업/정상,영업,23258601,121848,서울특별시 마포구 성산동 292-2번지 ,서울특별시 마포구 성미산로 4 (성산동),서울 마포구 성미산로,3996,명륜진사갈비 마포성산점,U,2020.2.6 2:40,한식
1,영업/정상,영업,,121883,서울특별시 마포구 합정동 413-25번지 ,서울특별시 마포구 독막로 17 12층 (합정동),서울 마포구 독막로,4046,명륜진사갈비 합정역점,I,2020.2.7 0:23,기타
